"Executavel","Categoria","Texto"
"LavSoft.exe","autenticacao-permissao","CodUsuario"
"LavSoft.exe","autenticacao-permissao","ControlaSenha"
"LavSoft.exe","autenticacao-permissao","CorGrupo"
"LavSoft.exe","autenticacao-permissao","CorGrupoF"
"LavSoft.exe","autenticacao-permissao","DBLC_dGrupo"
"LavSoft.exe","autenticacao-permissao","DBLC_dGrupo2"
"LavSoft.exe","autenticacao-permissao","DBLC_dGrupo3"
"LavSoft.exe","autenticacao-permissao","DBLC_dGrupo4"
"LavSoft.exe","autenticacao-permissao","DBLC_dGrupoDropDown"
"LavSoft.exe","autenticacao-permissao","DBLC_dGrupoEnter"
"LavSoft.exe","autenticacao-permissao","DBLC_dGrupoExit"
"LavSoft.exe","autenticacao-permissao","DesGrupo"
"LavSoft.exe","autenticacao-permissao","Digite a Senha "
"LavSoft.exe","autenticacao-permissao","ds_Grupo$"
"LavSoft.exe","autenticacao-permissao","ds_Grupo2<"
"LavSoft.exe","autenticacao-permissao","ds_Grupo3L"
"LavSoft.exe","autenticacao-permissao","ds_Grupo4\"
"LavSoft.exe","autenticacao-permissao","Ed_Senha"
"LavSoft.exe","autenticacao-permissao","Ed_SenhaKeyPress"
"LavSoft.exe","autenticacao-permissao","GeraSenhaAutCli"
"LavSoft.exe","autenticacao-permissao","GeraSenhaAutCli1"
"LavSoft.exe","autenticacao-permissao","GeraSenhaAutCli1Click"
"LavSoft.exe","autenticacao-permissao","Grupo"
"LavSoft.exe","autenticacao-permissao","Grupo de Cliente n"
"LavSoft.exe","autenticacao-permissao","Grupo de Clientes"
"LavSoft.exe","autenticacao-permissao","Grupo N"
"LavSoft.exe","autenticacao-permissao","GrupoCli"
"LavSoft.exe","autenticacao-permissao","iDesGrupo"
"LavSoft.exe","autenticacao-permissao","iDesGrupo2"
"LavSoft.exe","autenticacao-permissao","iDesGrupo3"
"LavSoft.exe","autenticacao-permissao","iDesGrupo4"
"LavSoft.exe","autenticacao-permissao","Im_Senha"
"LavSoft.exe","autenticacao-permissao","iSenha"
"LavSoft.exe","autenticacao-permissao","Lb_Grupo"
"LavSoft.exe","autenticacao-permissao","Lb_TitSenha"
"LavSoft.exe","autenticacao-permissao","LimpasenhadoCliente1"
"LavSoft.exe","autenticacao-permissao","LimpasenhadoCliente1Click"
"LavSoft.exe","autenticacao-permissao","ME_Senha"
"LavSoft.exe","autenticacao-permissao","Nivel"
"LavSoft.exe","autenticacao-permissao","o da senha"
"LavSoft.exe","autenticacao-permissao","O PARA NOVA SENHA"
"LavSoft.exe","autenticacao-permissao","O Usuario "
"LavSoft.exe","autenticacao-permissao","ObsGrupo"
"LavSoft.exe","autenticacao-permissao","Pn_Grupo"
"LavSoft.exe","autenticacao-permissao","Pn_Grupo|"
"LavSoft.exe","autenticacao-permissao","Pn_Grupo2"
"LavSoft.exe","autenticacao-permissao","Pn_Grupo3"
"LavSoft.exe","autenticacao-permissao","Pn_Grupo4"
"LavSoft.exe","autenticacao-permissao","Pn_Grupos"
"LavSoft.exe","autenticacao-permissao","QRL_Grupos"
"LavSoft.exe","autenticacao-permissao","SB_MarcaGrupo"
"LavSoft.exe","autenticacao-permissao","SB_MarcaGrupoClick"""
"LavSoft.exe","autenticacao-permissao","SEM GRUPO"
"LavSoft.exe","autenticacao-permissao","Senha"
"LavSoft.exe","autenticacao-permissao","Senha Incorreta"
"LavSoft.exe","autenticacao-permissao","Senha n"
"LavSoft.exe","autenticacao-permissao","TamSenhaAutCli"
"LavSoft.exe","autenticacao-permissao","Tb_CadVenSenhat"
"LavSoft.exe","autenticacao-permissao","Tb_ClientesResUsuario`"
"LavSoft.exe","autenticacao-permissao","Tb_ClientesSenha"
"LavSoft.exe","autenticacao-permissao","Tb_GruCli2CorGrupo"
"LavSoft.exe","autenticacao-permissao","Tb_GruCli2CorGrupoF"
"LavSoft.exe","autenticacao-permissao","Tb_GruCli2DesGrupo"
"LavSoft.exe","autenticacao-permissao","Tb_GruCli2ObsGrupo"
"LavSoft.exe","autenticacao-permissao","Tb_GruCli3CorGrupo"
"LavSoft.exe","autenticacao-permissao","Tb_GruCli3CorGrupoF"
"LavSoft.exe","autenticacao-permissao","Tb_GruCli3DesGrupo"
"LavSoft.exe","autenticacao-permissao","Tb_GruCli3ObsGrupo"
"LavSoft.exe","autenticacao-permissao","Tb_GruCli4CorGrupo"
"LavSoft.exe","autenticacao-permissao","Tb_GruCli4CorGrupoF"
"LavSoft.exe","autenticacao-permissao","Tb_GruCliCorGrupo"
"LavSoft.exe","autenticacao-permissao","Tb_GruCliCorGrupoF"
"LavSoft.exe","autenticacao-permissao","Tb_GruCliDesGrupo\"
"LavSoft.exe","autenticacao-permissao","Tb_GruCliObsGrupo`"
"LavSoft.exe","autenticacao-permissao","Tb_Grupo "
"LavSoft.exe","autenticacao-permissao","Tb_Grupo20"
"LavSoft.exe","autenticacao-permissao","Tb_Grupo2Cancelado"
"LavSoft.exe","autenticacao-permissao","Tb_Grupo2CorGrupo"
"LavSoft.exe","autenticacao-permissao","Tb_Grupo2CorGrupoF"
"LavSoft.exe","autenticacao-permissao","Tb_Grupo2DatCan"
"LavSoft.exe","autenticacao-permissao","Tb_Grupo2MotivoCan"
"LavSoft.exe","autenticacao-permissao","Tb_Grupo2ObsGrupo"
"LavSoft.exe","autenticacao-permissao","Tb_Grupo2PrioridGru"
"LavSoft.exe","autenticacao-permissao","Tb_Grupo3@"
"LavSoft.exe","autenticacao-permissao","Tb_Grupo3Cancelado"
"LavSoft.exe","autenticacao-permissao","Tb_Grupo3CorGrupo"
"LavSoft.exe","autenticacao-permissao","Tb_Grupo3CorGrupoF"
"LavSoft.exe","autenticacao-permissao","Tb_Grupo3DatCan"
"LavSoft.exe","autenticacao-permissao","Tb_Grupo3MotivoCan"
"LavSoft.exe","autenticacao-permissao","Tb_Grupo3ObsGrupo"
"LavSoft.exe","autenticacao-permissao","Tb_Grupo3PrioridGru"
"LavSoft.exe","autenticacao-permissao","Tb_Grupo4Cancelado"
"LavSoft.exe","autenticacao-permissao","Tb_Grupo4CorGrupo"
"LavSoft.exe","autenticacao-permissao","Tb_Grupo4CorGrupoF"
"LavSoft.exe","autenticacao-permissao","Tb_Grupo4DatCan"
"LavSoft.exe","autenticacao-permissao","Tb_Grupo4MotivoCan"
"LavSoft.exe","autenticacao-permissao","Tb_Grupo4ObsGrupo"
"LavSoft.exe","autenticacao-permissao","Tb_Grupo4P"
"LavSoft.exe","autenticacao-permissao","Tb_Grupo4PrioridGru"
"LavSoft.exe","autenticacao-permissao","Tb_GrupoCancelado"
"LavSoft.exe","autenticacao-permissao","Tb_GrupoCorGrupo"
"LavSoft.exe","autenticacao-permissao","Tb_GrupoCorGrupoF"
"LavSoft.exe","autenticacao-permissao","Tb_GrupoDatCan"
"LavSoft.exe","autenticacao-permissao","Tb_GrupoDesGrupo,"
"LavSoft.exe","autenticacao-permissao","Tb_GrupoGruCli("
"LavSoft.exe","autenticacao-permissao","Tb_GrupoMotivoCan"
"LavSoft.exe","autenticacao-permissao","Tb_GrupoObsGrupo"
"LavSoft.exe","autenticacao-permissao","Tb_GrupoPrioridGru"
"LavSoft.exe","autenticacao-permissao","Tb_Niveld"
"LavSoft.exe","autenticacao-permissao","Tb_VendedorSenha("
"LavSoft.exe","autenticacao-permissao","Termino da Validade-Digite a Senha"
"LavSoft.exe","autenticacao-permissao","TFC_DigSenha"
"LavSoft.exe","autenticacao-permissao","TFC_DigSenha|NI"
"LavSoft.exe","autenticacao-permissao","TrocaGrupodeCdigo1"
"LavSoft.exe","autenticacao-permissao","TrocaGrupodeCdigo1Click"
"NFE.exe","atualizacao","CachedUpdates"
"NFE.exe","atualizacao","FCachedUpdates"
"NFE.exe","licenciamento","RegisterLoginHandler"
"NFE.exe","licenciamento","UnregisterLoginHandler"
"SAT.exe","autenticacao-permissao","[UsuarioEquipe]"
"SAT.exe","autenticacao-permissao","\Nivel.Db"
"SAT.exe","autenticacao-permissao","And (A.CodUsuario="""
"SAT.exe","autenticacao-permissao","And (A.ParUsuario="""
"SAT.exe","autenticacao-permissao","And (A.UsuarioReu="""
"SAT.exe","atualizacao","CachedUpdates"
"SAT.exe","atualizacao","CachedUpdates<"
"SAT.exe","autenticacao-permissao","Cadastro de Grupo (Campos Flexiveis)"
"SAT.exe","autenticacao-permissao","Cadastro de Grupo 1 "
"SAT.exe","autenticacao-permissao","Cadastro de Grupo 2 "
"SAT.exe","autenticacao-permissao","Cadastro de Grupo 3"
"SAT.exe","autenticacao-permissao","Cadastro de Grupo 4"
"SAT.exe","autenticacao-permissao","CB_TrasUsuario"
"SAT.exe","autenticacao-permissao","CB_TrasUsuariot"
"SAT.exe","autenticacao-permissao","CodUsuario"
"SAT.exe","autenticacao-permissao","ConfigUsuario"
"SAT.exe","autenticacao-permissao","CopUsuario"
"SAT.exe","autenticacao-permissao","CorGrupo"
"SAT.exe","autenticacao-permissao","CorGrupoF"
"SAT.exe","autenticacao-permissao","DBLCB_CodUsuario"
"SAT.exe","autenticacao-permissao","DBLCB_CodUsuarioDropDown"
"SAT.exe","autenticacao-permissao","DBLCB_CodUsuarioEnter"
"SAT.exe","autenticacao-permissao","DBLCB_CodUsuarioExit"
"SAT.exe","autenticacao-permissao","DBLCB_CodUsuarioKeyPress"
"SAT.exe","autenticacao-permissao","DBLCB_ResUsuario"
"SAT.exe","autenticacao-permissao","DBLCB_ResUsuarioEnter"
"SAT.exe","autenticacao-permissao","DBLCB_ResUsuarioExit"
"SAT.exe","autenticacao-permissao","DesGrupo"
"SAT.exe","autenticacao-permissao","DS_Usuarios"
"SAT.exe","autenticacao-permissao","DS_Usuarios "
"SAT.exe","autenticacao-permissao","Ed_FlexGrupo"
"SAT.exe","autenticacao-permissao","Ed_FlexGrupoAbr"
"SAT.exe","autenticacao-permissao","Ed_Senha"
"SAT.exe","autenticacao-permissao","Ed_SenhaEnter"
"SAT.exe","autenticacao-permissao","Ed_SenhaExit"
"SAT.exe","autenticacao-permissao","Ed_UsuarioAnotad"
"SAT.exe","autenticacao-permissao","Ed_UsuarioAnotaExit"
"SAT.exe","autenticacao-permissao","Ed_UsuarioAnotaKeyPress"
"SAT.exe","autenticacao-permissao","ENTRADA NO SISTEMA - DIGITADA SENHA"
"SAT.exe","autenticacao-permissao","Grupo"
"SAT.exe","autenticacao-permissao","Grupo (Campos Flexiveis)"
"SAT.exe","autenticacao-permissao","Grupo 1"
"SAT.exe","autenticacao-permissao","Grupo 2"
"SAT.exe","autenticacao-permissao","Grupo 3"
"SAT.exe","autenticacao-permissao","Grupo 4"
"SAT.exe","autenticacao-permissao","Grupo de Lan"
"SAT.exe","autenticacao-permissao","Grupo n"
"SAT.exe","autenticacao-permissao","Grupo11Click"
"SAT.exe","autenticacao-permissao","Grupo11H"
"SAT.exe","autenticacao-permissao","Grupo21Click"
"SAT.exe","autenticacao-permissao","Grupo21P"
"SAT.exe","autenticacao-permissao","Grupo31Click"
"SAT.exe","autenticacao-permissao","Grupo31T"
"SAT.exe","autenticacao-permissao","Grupo41Click"
"SAT.exe","autenticacao-permissao","Grupo41X"
"SAT.exe","autenticacao-permissao","GrupodeCamposFlexiveis1Click."
"SAT.exe","autenticacao-permissao","GrupodeCamposFlexiveis1t"
"SAT.exe","autenticacao-permissao","Grupos1L"
"SAT.exe","autenticacao-permissao","GruUsuario"
"SAT.exe","autenticacao-permissao","iDesGrupo"
"SAT.exe","autenticacao-permissao","iDesGrupo2"
"SAT.exe","autenticacao-permissao","iDesGrupo3"
"SAT.exe","autenticacao-permissao","iDesGrupo4"
"SAT.exe","autenticacao-permissao","iNomUsuario"
"SAT.exe","autenticacao-permissao","Lb_Grupo"
"SAT.exe","autenticacao-permissao","Lb_Grupo|"
"SAT.exe","autenticacao-permissao","Lb_Grupo4"
"SAT.exe","autenticacao-permissao","Nivel"
"SAT.exe","autenticacao-permissao","NomUsuario"
"SAT.exe","autenticacao-permissao","O Usuario "
"SAT.exe","autenticacao-permissao","ObsGrupo"
"SAT.exe","autenticacao-permissao","ParUsuario"
"SAT.exe","autenticacao-permissao","Pn_CodUsuario"
"SAT.exe","autenticacao-permissao","Pn_Grupo"
"SAT.exe","autenticacao-permissao","Pn_Grupo2"
"SAT.exe","autenticacao-permissao","Pn_Grupo3"
"SAT.exe","autenticacao-permissao","Pn_Grupo4 "
"SAT.exe","autenticacao-permissao","Pn_Grupot"
"SAT.exe","autenticacao-permissao","Pn_Usuario"
"SAT.exe","autenticacao-permissao","QR_UsuarioD"
"SAT.exe","autenticacao-permissao","QRDB_Usuario4"
"SAT.exe","autenticacao-permissao","Qry_AnotacoesCodUsuario"
"SAT.exe","autenticacao-permissao","Qry_AnotacoesParUsuario"
"SAT.exe","autenticacao-permissao","ResUsuario"
"SAT.exe","autenticacao-permissao","Senha"
"SAT.exe","autenticacao-permissao","Senha Incorreta"
"SAT.exe","autenticacao-permissao","SenhaDig00"
"SAT.exe","autenticacao-permissao","SenhaEnabled"
"SAT.exe","autenticacao-permissao","SenhaOperador"
"SAT.exe","autenticacao-permissao","Tb_ClientesResUsuario"
"SAT.exe","autenticacao-permissao","Tb_GruCli3DesGrupoL"
"SAT.exe","autenticacao-permissao","Tb_Usuarios"
"SAT.exe","autenticacao-permissao","Tb_UsuariosCodUsuario"
"SAT.exe","autenticacao-permissao","Tb_UsuariosCodUsuario$"
"SAT.exe","autenticacao-permissao","Tb_UsuariosCopUsuarioD"
"SAT.exe","autenticacao-permissao","Tb_UsuariosDatCad"
"SAT.exe","autenticacao-permissao","Tb_UsuariosGruUsuario"
"SAT.exe","autenticacao-permissao","Tb_UsuariosGruUsuario,"
"SAT.exe","autenticacao-permissao","Tb_UsuariosNomUsuario"
"SAT.exe","autenticacao-permissao","Tb_UsuariosNomUsuario("
"SAT.exe","autenticacao-permissao","Tb_UsuariosSenha"
"SAT.exe","autenticacao-permissao","Tb_UsuariosSenha4"
"SAT.exe","autenticacao-permissao","Tb_UsuariosTipUsuario"
"SAT.exe","autenticacao-permissao","Tb_UsuariosTipUsuario0"
"SAT.exe","autenticacao-permissao","TF_Senha"
"SAT.exe","autenticacao-permissao","TipUsuario"
"SAT.exe","autenticacao-permissao","Usuario"
"SAT.exe","autenticacao-permissao","Usuario n"
"SAT.exe","autenticacao-permissao","UsuarioArq"
"SAT.exe","autenticacao-permissao","Usuarios"
"SAT.exe","autenticacao-permissao","VerifSenhaOk"
"Senhas.exe","autenticacao-permissao",":\EquipExe\EquSenha.Ini"
"Senhas.exe","autenticacao-permissao","(ControlaSenha='S')"
"Senhas.exe","autenticacao-permissao","(not(TipUsuario = 'P')) And (not(TipUsuario = 'C'))"
"Senhas.exe","autenticacao-permissao","\Usuarios""  "
"Senhas.exe","autenticacao-permissao","|Senha do usu"
"Senhas.exe","autenticacao-permissao","a da Senha"
"Senhas.exe","autenticacao-permissao","AbreArqSenhas"
"Senhas.exe","autenticacao-permissao","AbreCadUsuarios"
"Senhas.exe","autenticacao-permissao","c_DigitaSenha"
"Senhas.exe","autenticacao-permissao","C:\EquipExe\EquSenha.Ini"
"Senhas.exe","atualizacao","CachedUpdates"
"Senhas.exe","autenticacao-permissao","Cadastro de Grupo de Usu"
"Senhas.exe","autenticacao-permissao","CadastrodeGrupodeUsurios1,"
"Senhas.exe","autenticacao-permissao","CadastrodeGrupodeUsurios1Click"
"Senhas.exe","autenticacao-permissao","CB_CopUsuario"
"Senhas.exe","autenticacao-permissao","CB_GruUsuario"
"Senhas.exe","autenticacao-permissao","CB_GruUsuarioExit"
"Senhas.exe","autenticacao-permissao","CB_TipUsuario"
"Senhas.exe","autenticacao-permissao","CB_TipUsuarioExit"
"Senhas.exe","autenticacao-permissao","CodUsuario"
"Senhas.exe","autenticacao-permissao","CodUsuario;NomUsuario"
"Senhas.exe","autenticacao-permissao","ConfigUsuario"
"Senhas.exe","autenticacao-permissao","CopUsuario"
"Senhas.exe","autenticacao-permissao","CriaRegNivel"
"Senhas.exe","autenticacao-permissao","DBG_Usuario"
"Senhas.exe","autenticacao-permissao","DBG_UsuarioDblClick%"
