Tabela,Caminho,Campo,Tipo,Tamanho,Precisao,Obrigatoriedade,IndiceParadoxDetectado,PossivelChavePrimaria,PossivelChaveEstrangeira,NomeVisualCorrespondente,ModuloRelacionado,TelaRelacionada,EntidadeDominio,ClassificacaoCampo,Evidencia,NivelConfianca,Status
Clientes,Ger\Dados\Clientes.DB,ObsSaldo,System.String,100,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA,nao confirmado,nao confirmado,ObsSaldo,Clientes,nao confirmado,Clientes,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
Clientes-,Ger\Dados\Clientes-.DB,SaldoAnterior,System.Double,8,0,nao confirmado,,nao confirmado,nao confirmado,SaldoAnterior,Clientes,nao confirmado,Clientes,valor financeiro,confirmado por schema: coluna existente no dicionario Paradox,media,confirmado por schema
Clientes-,Ger\Dados\Clientes-.DB,ObsSaldo,System.String,100,0,nao confirmado,,nao confirmado,nao confirmado,ObsSaldo,Clientes,nao confirmado,Clientes,valor financeiro,confirmado por schema: coluna existente no dicionario Paradox,media,confirmado por schema
Roteiros,Ger\Dados\Roteiros.DB,Valor,System.String,18,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,Valor,Nao classificado,nao confirmado,Nao classificado,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadCai,Ger\Filial\CadCai.DB,ValCai,System.Double,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.YG0;.YG1;.YG2,nao confirmado,nao confirmado,ValCai,Configuracao/Admin,nao confirmado,Configuracao/Admin,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.YG0,.YG1",alta,confirmado por schema
Cheque1,Ger\Filial\Cheque1.DB,ValChe,System.Double,8,0,nao confirmado,.PX,nao confirmado,nao confirmado,ValChe,Configuracao/Admin,nao confirmado,Configuracao/Admin,valor financeiro,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
Cheque2,Ger\Filial\Cheque2.DB,ValChe,System.Double,8,0,nao confirmado,.PX,nao confirmado,nao confirmado,ValChe,Configuracao/Admin,nao confirmado,Configuracao/Admin,valor financeiro,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
Cheque3,Ger\Filial\Cheque3.DB,ValChe,System.Double,8,0,nao confirmado,.PX,nao confirmado,nao confirmado,ValChe,Configuracao/Admin,nao confirmado,Configuracao/Admin,valor financeiro,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
Cheque4,Ger\Filial\Cheque4.DB,ValChe,System.Double,8,0,nao confirmado,.PX,nao confirmado,nao confirmado,ValChe,Configuracao/Admin,nao confirmado,Configuracao/Admin,valor financeiro,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
Cheque5,Ger\Filial\Cheque5.DB,ValChe,System.Double,8,0,nao confirmado,.PX,nao confirmado,nao confirmado,ValChe,Configuracao/Admin,nao confirmado,Configuracao/Admin,valor financeiro,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
Cheque6,Ger\Filial\Cheque6.DB,ValChe,System.Double,8,0,nao confirmado,.PX,nao confirmado,nao confirmado,ValChe,Configuracao/Admin,nao confirmado,Configuracao/Admin,valor financeiro,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
Cheque7,Ger\Filial\Cheque7.DB,ValChe,System.Double,8,0,nao confirmado,.PX,nao confirmado,nao confirmado,ValChe,Configuracao/Admin,nao confirmado,Configuracao/Admin,valor financeiro,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
Cheque8,Ger\Filial\Cheque8.DB,ValChe,System.Double,8,0,nao confirmado,.PX,nao confirmado,nao confirmado,ValChe,Configuracao/Admin,nao confirmado,Configuracao/Admin,valor financeiro,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
Cheque9,Ger\Filial\Cheque9.DB,ValChe,System.Double,8,0,nao confirmado,.PX,nao confirmado,nao confirmado,ValChe,Configuracao/Admin,nao confirmado,Configuracao/Admin,valor financeiro,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
ContaCor1,Ger\Filial\ContaCor1.DB,ValBan,System.Double,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,ValBan,Financeiro,nao confirmado,Financeiro,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
ContaCor2,Ger\Filial\ContaCor2.DB,ValBan,System.Double,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,ValBan,Financeiro,nao confirmado,Financeiro,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
ContaCor3,Ger\Filial\ContaCor3.DB,ValBan,System.Double,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,ValBan,Financeiro,nao confirmado,Financeiro,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
ContaCor4,Ger\Filial\ContaCor4.DB,ValBan,System.Double,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,ValBan,Financeiro,nao confirmado,Financeiro,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
ContaCor5,Ger\Filial\ContaCor5.DB,ValBan,System.Double,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,ValBan,Financeiro,nao confirmado,Financeiro,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
ContaCor6,Ger\Filial\ContaCor6.DB,ValBan,System.Double,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,ValBan,Financeiro,nao confirmado,Financeiro,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
ContaCor7,Ger\Filial\ContaCor7.DB,ValBan,System.Double,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,ValBan,Financeiro,nao confirmado,Financeiro,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
ContaCor8,Ger\Filial\ContaCor8.DB,ValBan,System.Double,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,ValBan,Financeiro,nao confirmado,Financeiro,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
ContaCor9,Ger\Filial\ContaCor9.DB,ValBan,System.Double,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,ValBan,Financeiro,nao confirmado,Financeiro,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
ContChequeRec,Ger\Filial\ContChequeRec.DB,ValCheque,System.Double,8,0,nao confirmado,.PX;.XG0;.XG1;.YG0;.YG1,nao confirmado,nao confirmado,ValCheque,Configuracao/Admin,nao confirmado,Configuracao/Admin,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.YG0,.YG1",alta,confirmado por schema
EncCai,Ger\Filial\EncCai.DB,Saldo,System.Double,8,0,nao confirmado,.PX,nao confirmado,nao confirmado,Saldo,Configuracao/Admin,nao confirmado,Configuracao/Admin,valor financeiro,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
EncCc1,Ger\Filial\EncCc1.DB,Saldo,System.Double,8,0,nao confirmado,.PX,nao confirmado,nao confirmado,Saldo,Configuracao/Admin,nao confirmado,Configuracao/Admin,valor financeiro,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
EncCc2,Ger\Filial\EncCc2.DB,Saldo,System.Double,8,0,nao confirmado,.PX,nao confirmado,nao confirmado,Saldo,Configuracao/Admin,nao confirmado,Configuracao/Admin,valor financeiro,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
EncCc3,Ger\Filial\EncCc3.DB,Saldo,System.Double,8,0,nao confirmado,.PX,nao confirmado,nao confirmado,Saldo,Configuracao/Admin,nao confirmado,Configuracao/Admin,valor financeiro,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
EncCc4,Ger\Filial\EncCc4.DB,Saldo,System.Double,8,0,nao confirmado,.PX,nao confirmado,nao confirmado,Saldo,Configuracao/Admin,nao confirmado,Configuracao/Admin,valor financeiro,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
EncCc5,Ger\Filial\EncCc5.DB,Saldo,System.Double,8,0,nao confirmado,.PX,nao confirmado,nao confirmado,Saldo,Configuracao/Admin,nao confirmado,Configuracao/Admin,valor financeiro,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
EncCc6,Ger\Filial\EncCc6.DB,Saldo,System.Double,8,0,nao confirmado,.PX,nao confirmado,nao confirmado,Saldo,Configuracao/Admin,nao confirmado,Configuracao/Admin,valor financeiro,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
EncCc7,Ger\Filial\EncCc7.DB,Saldo,System.Double,8,0,nao confirmado,.PX,nao confirmado,nao confirmado,Saldo,Configuracao/Admin,nao confirmado,Configuracao/Admin,valor financeiro,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
EncCc8,Ger\Filial\EncCc8.DB,Saldo,System.Double,8,0,nao confirmado,.PX,nao confirmado,nao confirmado,Saldo,Configuracao/Admin,nao confirmado,Configuracao/Admin,valor financeiro,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
EncCc9,Ger\Filial\EncCc9.DB,Saldo,System.Double,8,0,nao confirmado,.PX,nao confirmado,nao confirmado,Saldo,Configuracao/Admin,nao confirmado,Configuracao/Admin,valor financeiro,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
PontoEnc,Ger\Filial\PontoEnc.DB,SaldoMin,System.Double,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,SaldoMin,Configuracao/Admin,nao confirmado,Configuracao/Admin,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
ProdComArea,Ger\Filial\ProdComArea.DB,Comissao,System.Double,8,0,nao confirmado,.PX;.XG0;.XG1;.YG0;.YG1,nao confirmado,nao confirmado,Comissao,Configuracao/Admin,nao confirmado,Configuracao/Admin,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.YG0,.YG1",alta,confirmado por schema
Produt,Ger\Filial\Produt.DB,ValCom,System.Double,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.YG0;.YG1;.YG2;.YG3,nao confirmado,nao confirmado,ValCom,Produtos/Servicos,nao confirmado,Produtos/Servicos,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.YG0",alta,confirmado por schema
Produt,Ger\Filial\Produt.DB,ValComL,System.Double,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.YG0;.YG1;.YG2;.YG3,nao confirmado,nao confirmado,ValComL,Produtos/Servicos,nao confirmado,Produtos/Servicos,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.YG0",alta,confirmado por schema
Produt,Ger\Filial\Produt.DB,ISS,System.Double,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.YG0;.YG1;.YG2;.YG3,nao confirmado,nao confirmado,ISS,Produtos/Servicos,nao confirmado,Produtos/Servicos,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.YG0",alta,confirmado por schema
ProdutImp,Ger\Filial\ProdutImp.DB,Valor,System.Double,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,Valor,Configuracao/Admin,nao confirmado,Configuracao/Admin,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
ProFaiCom,Ger\Filial\ProFaiCom.DB,ValCom,System.Double,8,0,nao confirmado,.PX,nao confirmado,nao confirmado,ValCom,Configuracao/Admin,nao confirmado,Configuracao/Admin,valor financeiro,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
CadCur,Importa\ESC\FILIAL\CadCur.DB,Preco,System.Double,8,0,nao confirmado,.PX,nao confirmado,nao confirmado,Preco,Configuracao/Admin,nao confirmado,Configuracao/Admin,valor financeiro,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
CadTur,Importa\ESC\FILIAL\CadTur.DB,ValMat,System.Double,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,ValMat,Configuracao/Admin,nao confirmado,Configuracao/Admin,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
MovPdv,Importa\ESC\FILIAL\MovPdv.DB,ValorUni,System.Double,8,0,nao confirmado,.PX;.XG0;.XG1;.YG0;.YG1,nao confirmado,nao confirmado,ValorUni,Configuracao/Admin,nao confirmado,Configuracao/Admin,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.YG0,.YG1",alta,confirmado por schema
