TelaOuMenu,Modulo,Acao,EntidadeInferida,TabelaConsulta,TabelaInsere,TabelaAltera,TabelaExclui,CampoMuda,LogGerado,RegraNegocio,PermissaoExigida,Evidencia,Status
Anotacoes,LavSoft,consulta/abre tela,Ocorrencias/Auditoria,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,Anotacoes1,Nivel.DB/correlacao,confirmado por UI
Anotacoes1,LavSoft,consulta/abre tela,Ocorrencias/Auditoria,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,Anotacoes1,Nivel.DB/correlacao,confirmado por UI
CaixaDiaDia1,LavSoft,consulta/abre tela,Financeiro,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,CaixaDiaDia1,Nivel.DB/correlacao,confirmado por UI
CaixaDiaDia14,LavSoft,consulta/abre tela,Financeiro,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,CaixaDiaDia1,Nivel.DB/correlacao,confirmado por UI
CaixaDiaDia1Click,LavSoft,consulta/abre tela,Financeiro,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,CaixaDiaDia1,Nivel.DB/correlacao,confirmado por UI
Fechamento de Caixa Dia/Dia,LavSoft,financeiro/fechamento,Financeiro,a validar,,a validar,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,CaixaDiaDia1,Nivel.DB/correlacao,confirmado por UI
Movimento de Caixa Dia/Dia,LavSoft,consulta/abre tela,Financeiro,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,CaixaDiaDia1,Nivel.DB/correlacao,confirmado por UI
"- use o Cancelamento do Pagamento, Tecle Enter para Continuar",LavSoft,cancelamento/exclusao,Financeiro,a validar,,a validar,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,Cancelamento2,Nivel.DB/correlacao,confirmado por UI
"""Cancelamento de Notas (Intervalo)",LavSoft,cancelamento/exclusao,Ocorrencias/Auditoria,a validar,,a validar,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,Cancelamento2,Nivel.DB/correlacao,confirmado por UI
"""CancelamentodeNotasIntervalo1Click",LavSoft,cancelamento/exclusao,Ocorrencias/Auditoria,a validar,,a validar,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,Cancelamento2,Nivel.DB/correlacao,confirmado por UI
"""CancelamentodoUltimoEncerramCaixa1(",LavSoft,cancelamento/exclusao,Financeiro,a validar,,a validar,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,Cancelamento2,Nivel.DB/correlacao,confirmado por UI
)Bloqueia Cancelamento (Usuario Digitador),LavSoft,cancelamento/exclusao,Ocorrencias/Auditoria,a validar,,a validar,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,Cancelamento2,Nivel.DB/correlacao,confirmado por UI
Cancelamento da Nota,LavSoft,cancelamento/exclusao,Ocorrencias/Auditoria,a validar,,a validar,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,CancelamentodaNota1,Nivel.DB/correlacao,confirmado por UI
Cancelamento da Nota Fiscal,LavSoft,cancelamento/exclusao,Notas/Fiscal,a validar,,a validar,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,CancelamentodaNota1,Nivel.DB/correlacao,confirmado por UI
CancelamentodaNota1,LavSoft,cancelamento/exclusao,Ocorrencias/Auditoria,a validar,,a validar,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,CancelamentodaNota1,Nivel.DB/correlacao,confirmado por UI
CancelamentodaNota1Click,LavSoft,cancelamento/exclusao,Ocorrencias/Auditoria,a validar,,a validar,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,CancelamentodaNota1,Nivel.DB/correlacao,confirmado por UI
CancelamentodaNotaFiscal1,LavSoft,cancelamento/exclusao,Notas/Fiscal,a validar,,a validar,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,CancelamentodaNota1,Nivel.DB/correlacao,confirmado por UI
"""Cancelamento de Notas (Intervalo)",LavFacilLan,cancelamento/exclusao,Ocorrencias/Auditoria,a validar,,a validar,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,CancelamentodeNotasIntervalo1,Nivel.DB/correlacao,confirmado por UI
"""CancelamentodeNotasIntervalo1Click",LavFacilLan,cancelamento/exclusao,Ocorrencias/Auditoria,a validar,,a validar,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,CancelamentodeNotasIntervalo1,Nivel.DB/correlacao,confirmado por UI
"""Cancelamento de Notas (Intervalo)",LavSoft,cancelamento/exclusao,Ocorrencias/Auditoria,a validar,,a validar,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,CancelamentodeNotasIntervalo1,Nivel.DB/correlacao,confirmado por UI
"""CancelamentodeNotasIntervalo1Click",LavSoft,cancelamento/exclusao,Ocorrencias/Auditoria,a validar,,a validar,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,CancelamentodeNotasIntervalo1,Nivel.DB/correlacao,confirmado por UI
CancelamentodeNotasIntervalo1,LavSoft,cancelamento/exclusao,Ocorrencias/Auditoria,a validar,,a validar,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,CancelamentodeNotasIntervalo1,Nivel.DB/correlacao,confirmado por UI
CancelamentoNotaFiscal1,LavFacilLan,cancelamento/exclusao,Notas/Fiscal,a validar,,a validar,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,CancelamentoNotaFiscal1,Nivel.DB/correlacao,confirmado por UI
CancelamentoNotaFiscal1Click,LavFacilLan,cancelamento/exclusao,Notas/Fiscal,a validar,,a validar,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,CancelamentoNotaFiscal1,Nivel.DB/correlacao,confirmado por UI
CancelamentoNotaFiscal1,LavSoft,cancelamento/exclusao,Notas/Fiscal,a validar,,a validar,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,CancelamentoNotaFiscal1,Nivel.DB/correlacao,confirmado por UI
CancelamentoNotaFiscal1|,LavSoft,cancelamento/exclusao,Notas/Fiscal,a validar,,a validar,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,CancelamentoNotaFiscal1,Nivel.DB/correlacao,confirmado por UI
CancelamentoNotaFiscal1Click,LavSoft,cancelamento/exclusao,Notas/Fiscal,a validar,,a validar,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,CancelamentoNotaFiscal1,Nivel.DB/correlacao,confirmado por UI
CartadeCobranca1,LavSoft,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,CartadeCobranca1,Nivel.DB/correlacao,confirmado por UI
CartadeCobranca1Click,LavSoft,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,CartadeCobranca1,Nivel.DB/correlacao,confirmado por UI
CFDestravaImpressoraFiscal1,LavFacilLan,relatorio/impressao,Notas/Fiscal,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,CFDestravaImpressoraFiscal1,Nivel.DB/correlacao,confirmado por UI
CFDestravaImpressoraFiscal1Click,LavFacilLan,relatorio/impressao,Notas/Fiscal,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,CFDestravaImpressoraFiscal1,Nivel.DB/correlacao,confirmado por UI
CFDestravaImpressoraFiscal1P,LavFacilLan,relatorio/impressao,Notas/Fiscal,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,CFDestravaImpressoraFiscal1,Nivel.DB/correlacao,confirmado por UI
CFDestravaImpressoraFiscal1,LavSoft,relatorio/impressao,Notas/Fiscal,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,CFDestravaImpressoraFiscal1,Nivel.DB/correlacao,confirmado por UI
CFDestravaImpressoraFiscal1Click,LavSoft,relatorio/impressao,Notas/Fiscal,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,CFDestravaImpressoraFiscal1,Nivel.DB/correlacao,confirmado por UI
CFFundodeCaixa1,LavFacilLan,consulta/abre tela,Financeiro,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,CFFundodeCaixa1,Nivel.DB/correlacao,confirmado por UI
CFFundodeCaixa1@,LavFacilLan,consulta/abre tela,Financeiro,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,CFFundodeCaixa1,Nivel.DB/correlacao,confirmado por UI
CFFundodeCaixa1Click,LavFacilLan,consulta/abre tela,Financeiro,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,CFFundodeCaixa1,Nivel.DB/correlacao,confirmado por UI
CFFundodeCaixa1,LavSoft,consulta/abre tela,Financeiro,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,CFFundodeCaixa1,Nivel.DB/correlacao,confirmado por UI
CFFundodeCaixa1Click,LavSoft,consulta/abre tela,Financeiro,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,CFFundodeCaixa1,Nivel.DB/correlacao,confirmado por UI
CFLeituraMemriaFiscal1,LavFacilLan,consulta/abre tela,Notas/Fiscal,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,CFLeituraMemriaFiscal1,Nivel.DB/correlacao,confirmado por UI
CFLeituraMemriaFiscal1Click,LavFacilLan,consulta/abre tela,Notas/Fiscal,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,CFLeituraMemriaFiscal1,Nivel.DB/correlacao,confirmado por UI
CFLeituraMemriaFiscal1Click',LavFacilLan,consulta/abre tela,Notas/Fiscal,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,CFLeituraMemriaFiscal1,Nivel.DB/correlacao,confirmado por UI
CFLeituraMemriaFiscal1,LavSoft,consulta/abre tela,Notas/Fiscal,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,CFLeituraMemriaFiscal1,Nivel.DB/correlacao,confirmado por UI
CFLeituraMemriaFiscal1Click,LavSoft,consulta/abre tela,Notas/Fiscal,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,CFLeituraMemriaFiscal1,Nivel.DB/correlacao,confirmado por UI
CFSangriaCaixa1,LavFacilLan,consulta/abre tela,Financeiro,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,CFSangriaCaixa1,Nivel.DB/correlacao,confirmado por UI
CFSangriaCaixa1Click,LavFacilLan,consulta/abre tela,Financeiro,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,CFSangriaCaixa1,Nivel.DB/correlacao,confirmado por UI
CFSangriaCaixa1D,LavFacilLan,consulta/abre tela,Financeiro,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,CFSangriaCaixa1,Nivel.DB/correlacao,confirmado por UI
CFSangriaCaixa1,LavSoft,consulta/abre tela,Financeiro,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,CFSangriaCaixa1,Nivel.DB/correlacao,confirmado por UI
CFSangriaCaixa1Click,LavSoft,consulta/abre tela,Financeiro,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,CFSangriaCaixa1,Nivel.DB/correlacao,confirmado por UI
Clientes Cadastros Entre,Financeiro,inclusao,Clientes,a validar,a validar,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,ClientesCad1,Nivel.DB/correlacao,confirmado por UI
ClientesCad1,LavSoft,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,ClientesCad1,Nivel.DB/correlacao,confirmado por UI
CobrancaDiversas,LavFacilLan,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,CobrancaDiversas,Nivel.DB/correlacao,confirmado por UI
CobrancaDiversasClick,LavFacilLan,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,CobrancaDiversas,Nivel.DB/correlacao,confirmado por UI
CobrancaDiversas,LavSoft,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,CobrancaDiversas,Nivel.DB/correlacao,confirmado por UI
CobrancaDiversasClick,LavSoft,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,CobrancaDiversas,Nivel.DB/correlacao,confirmado por UI
ComissaoPagamento1,LavSoft,financeiro/fechamento,Financeiro,a validar,,a validar,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,ComissaoPagamento1,Nivel.DB/correlacao,confirmado por UI
ComissaoPagamento1Click,LavSoft,financeiro/fechamento,Financeiro,a validar,,a validar,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,ComissaoPagamento1,Nivel.DB/correlacao,confirmado por UI
ComissoRol1,LavSoft,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,ComissoRol1,Nivel.DB/correlacao,confirmado por UI
ComissoRol1Click,LavSoft,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,ComissoRol1,Nivel.DB/correlacao,confirmado por UI
CondicaodePagamento1,LavSoft,financeiro/fechamento,Financeiro,a validar,,a validar,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,CondicaodePagamento1,Nivel.DB/correlacao,confirmado por UI
CondicaodePagamento1\,LavSoft,financeiro/fechamento,Financeiro,a validar,,a validar,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,CondicaodePagamento1,Nivel.DB/correlacao,confirmado por UI
CondicaodePagamento1Click,LavSoft,financeiro/fechamento,Financeiro,a validar,,a validar,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,CondicaodePagamento1,Nivel.DB/correlacao,confirmado por UI
ConIntEntrega1,LavFacilLan,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,ConIntEntrega1,Nivel.DB/correlacao,confirmado por UI
ConIntEntrega1Click,LavFacilLan,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,ConIntEntrega1,Nivel.DB/correlacao,confirmado por UI
ConIntEntrega1,LavSoft,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,ConIntEntrega1,Nivel.DB/correlacao,confirmado por UI
ConIntEntrega1Click,LavSoft,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,ConIntEntrega1,Nivel.DB/correlacao,confirmado por UI
Controle de Caixa,LavSoft,consulta/abre tela,Financeiro,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,ControledeCaixa1,Nivel.DB/correlacao,confirmado por UI
Controle de Caixa (Desativado),LavSoft,consulta/abre tela,Financeiro,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,ControledeCaixa1,Nivel.DB/correlacao,confirmado por UI
ControledeCaixa1,LavSoft,consulta/abre tela,Financeiro,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,ControledeCaixa1,Nivel.DB/correlacao,confirmado por UI
ControledeCaixa1Click,LavSoft,consulta/abre tela,Financeiro,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,ControledeCaixa1,Nivel.DB/correlacao,confirmado por UI
Controle de Lavagem,LavFacilLan,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,ControledeLavagem1,Nivel.DB/correlacao,confirmado por UI
Controle de Lavagem,LavSoft,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,ControledeLavagem1,Nivel.DB/correlacao,confirmado por UI
ControledeLavagem1,LavSoft,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,ControledeLavagem1,Nivel.DB/correlacao,confirmado por UI
ControledeLavagem1Click,LavSoft,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,ControledeLavagem1,Nivel.DB/correlacao,confirmado por UI
ControledeLavagem1p,LavSoft,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,ControledeLavagem1,Nivel.DB/correlacao,confirmado por UI
Controle de Metas,LavSoft,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,ControledeMetas1,Nivel.DB/correlacao,confirmado por UI
ControledeMetas1,LavSoft,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,ControledeMetas1,Nivel.DB/correlacao,confirmado por UI
ControledeMetas1Click,LavSoft,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,ControledeMetas1,Nivel.DB/correlacao,confirmado por UI
/Bloqueia Cores Repetidas no Controle de Entrada,LavSoft,inclusao,Produtos/Servicos,a validar,a validar,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,Cores1,Nivel.DB/correlacao,confirmado por UI
Bloqueia Cores (Controle Ent.),LavSoft,consulta/abre tela,Produtos/Servicos,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,Cores1,Nivel.DB/correlacao,confirmado por UI
Cadastro de Cores,LavSoft,inclusao,Produtos/Servicos,a validar,a validar,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,Cores1,Nivel.DB/correlacao,confirmado por UI
CB_CoresEntrada,LavSoft,inclusao,Produtos/Servicos,a validar,a validar,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,Cores1,Nivel.DB/correlacao,confirmado por UI
"CB_CoresEntrada,",LavSoft,inclusao,Produtos/Servicos,a validar,a validar,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,Cores1,Nivel.DB/correlacao,confirmado por UI
:\Equipexe\Sincroniza\Envio\Defeitos.xml,LavFacilLan,consulta/abre tela,Produtos/Servicos,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,Defeitos1,Nivel.DB/correlacao,confirmado por UI
Defeitos encontrados no Produto,LavFacilLan,consulta/abre tela,Produtos/Servicos,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,Defeitos1,Nivel.DB/correlacao,confirmado por UI
Cadastro de Defeitos,LavSoft,inclusao,Produtos/Servicos,a validar,a validar,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,Defeitos1,Nivel.DB/correlacao,confirmado por UI
Defeitos encontrados no Produto,LavSoft,consulta/abre tela,Produtos/Servicos,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,Defeitos1,Nivel.DB/correlacao,confirmado por UI
"3|Tipos de Entrada (Retira, Entrega, Delivery e Etc)",LavFacilLan,inclusao,Nao classificado,a validar,a validar,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,Delivery1,Nivel.DB/correlacao,confirmado por UI
AJUSTE REF. AO DELIVERY DO DESCONTO DO ROL N,LavFacilLan,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,Delivery1,Nivel.DB/correlacao,confirmado por UI
DELIVERY - Horario de Entrega do Rol,LavFacilLan,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,Delivery1,Nivel.DB/correlacao,confirmado por UI
"3|Tipos de Entrada (Retira, Entrega, Delivery e Etc)",LavSoft,inclusao,Nao classificado,a validar,a validar,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,Delivery1,Nivel.DB/correlacao,confirmado por UI
Movimento Delivery,LavSoft,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,Delivery1,Nivel.DB/correlacao,confirmado por UI
"Desconto Porcentagem - Se valor final for 0,zera os valores",LavFacilLan,consulta/abre tela,Movimentos/OS/ROL,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,DescontoPorc1,Nivel.DB/correlacao,confirmado por UI
DescontoPorc1,LavFacilLan,consulta/abre tela,Movimentos/OS/ROL,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,DescontoPorc1,Nivel.DB/correlacao,confirmado por UI
Lb_DescontoPorc,LavFacilLan,consulta/abre tela,Movimentos/OS/ROL,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,DescontoPorc1,Nivel.DB/correlacao,confirmado por UI
DescontoPorc1,LavSoft,consulta/abre tela,Movimentos/OS/ROL,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,DescontoPorc1,Nivel.DB/correlacao,confirmado por UI
Lb_DescontoPorc,LavSoft,consulta/abre tela,Movimentos/OS/ROL,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,DescontoPorc1,Nivel.DB/correlacao,confirmado por UI
DescontoporValor1,LavFacilLan,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,DescontoporValor1,Nivel.DB/correlacao,confirmado por UI
Desconto por Valor,LavSoft,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,DescontoporValor1,Nivel.DB/correlacao,confirmado por UI
DescontoporValor1,LavSoft,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,DescontoporValor1,Nivel.DB/correlacao,confirmado por UI
DescontoporValor1Click,LavSoft,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,DescontoporValor1,Nivel.DB/correlacao,confirmado por UI
Filtros - Desconto por Valor ou Porcentagem,LavSoft,consulta/abre tela,Movimentos/OS/ROL,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,DescontoporValor1,Nivel.DB/correlacao,confirmado por UI
Descontos no Rol,LavSoft,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,DescontosnoRol1,Nivel.DB/correlacao,confirmado por UI
DescontosnoRol1,LavSoft,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,DescontosnoRol1,Nivel.DB/correlacao,confirmado por UI
DescontosnoRol1Click,LavSoft,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,DescontosnoRol1,Nivel.DB/correlacao,confirmado por UI
DescontosnoRol1P,LavSoft,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,DescontosnoRol1,Nivel.DB/correlacao,confirmado por UI
rio de Descontos no Rol,LavSoft,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,DescontosnoRol1,Nivel.DB/correlacao,confirmado por UI
Devoluo1,LavSoft,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,Devoluo1,Nivel.DB/correlacao,confirmado por UI
Devoluo1Click,LavSoft,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,Devoluo1,Nivel.DB/correlacao,confirmado por UI
Devoluo1T,LavSoft,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,Devoluo1,Nivel.DB/correlacao,confirmado por UI
DevoluoPagamento1,LavSoft,financeiro/fechamento,Financeiro,a validar,,a validar,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,Devoluo1,Nivel.DB/correlacao,confirmado por UI
DevoluoPagamento1Click,LavSoft,financeiro/fechamento,Financeiro,a validar,,a validar,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,Devoluo1,Nivel.DB/correlacao,confirmado por UI
