"Executavel","Categoria","Texto"
"Financeiro","menu","CheckMenuItem"
"Financeiro","cadastro","Cliente Cancelado"
"Financeiro","cadastro","Clientes Cadastros Entre"
"Financeiro","menu","clMenu"
"Financeiro","menu","clMenuBar"
"Financeiro","menu","clMenuHighlight"
"Financeiro","menu","clMenuText"
"Financeiro","operacional","clScrollBar"
"Financeiro","autenticacao/permissao","CodUsuario"
"Financeiro","autenticacao/permissao","CodUsuario;NomUsuario"
"Financeiro","fiscal","commainferior"
"Financeiro","fiscal","coModifyAnnotation"
"Financeiro","autenticacao/permissao","ConfigUsuario"
"Financeiro","outro","Confirma Cancelamento"
"Financeiro","outro","Confirma Cancelamento?"
"Financeiro","fiscal","Confirma Desativar o Cliente"
"Financeiro","cadastro","Confirma o cancelamento do Clientes"
"Financeiro","outro","Confirma o Cancelamento do Lote"
"Financeiro","cadastro","Confirma o Estorno do cancelamento do Cliente"
"Financeiro","operacional","Control"
"Financeiro","operacional","ControlaTab"
"Financeiro","operacional","ControlClass"
"Financeiro","operacional","ControlData"
"Financeiro","operacional","Controle"
"Financeiro","operacional","Controle Boletos"
"Financeiro","operacional","Controle de Cheques Recebidos"
"Financeiro","operacional","Controle Nosso Numero"
"Financeiro","operacional","ControleBoletos_FM"
"Financeiro","operacional","ControleBoletos_mc"
"Financeiro","operacional","ControleNossoNumero1"
"Financeiro","operacional","ControleNossoNumero1Click"
"Financeiro","operacional","ControlOfs%.8X%.8X"
"Financeiro","operacional","Controls"
"Financeiro","operacional","ControlsHYF"
"Financeiro","fiscal","CorSatCla"
"Financeiro","fiscal","CorSatClaF"
"Financeiro","menu","CreateMenu"
"Financeiro","menu","CreatePopupMenu"
"Financeiro","outro","DataFieldCancelBtn"
"Financeiro","outro","DataFieldCancelBtnClick"
"Financeiro","fiscal","DatAnota"
"Financeiro","cadastro","DBG_Cadastros"
"Financeiro","cadastro","DBG_CadastrosDblClick"
"Financeiro","cadastro","DBG_CadastrosKeyPress"
"Financeiro","autenticacao/permissao","DBLCB_CodUsuario"
"Financeiro","autenticacao/permissao","DBLCB_CodUsuario,"
"Financeiro","autenticacao/permissao","DBLCB_CodUsuarioDropDown"
"Financeiro","autenticacao/permissao","DBLCB_CodUsuarioEnter"
"Financeiro","autenticacao/permissao","DBLCB_CodUsuarioExit"
"Financeiro","autenticacao/permissao","DBLCB_CodUsuarioKeyPress"
"Financeiro","autenticacao/permissao","DBLCB_ResUsuario"
"Financeiro","autenticacao/permissao","DBLCB_ResUsuarioEnter"
"Financeiro","autenticacao/permissao","DBLCB_ResUsuarioExit"
"Financeiro","menu","DeleteMenu"
"Financeiro","fiscal","DesAnota"
"Financeiro","fiscal","Desativa-F2"
"Financeiro","fiscal","Desativado"
"Financeiro","fiscal","Desativar"
"Financeiro","outro","Deseja Cancelar Nosso Numero entre "
"Financeiro","outro","Deseja Cancelar Nosso Numero: "
"Financeiro","outro","Deseja Cancelar Registro"
"Financeiro","menu","DestroyMenu"
"Financeiro","outro","dgCancelOnExit"
"Financeiro","outro","Digite o motivo do cancelamento"
"Financeiro","fiscal","Digite o Motivo do Desativamento"
"Financeiro","fiscal","dollarinferior"
"Financeiro","operacional","dollaroldstyle"
"Financeiro","operacional","DrawFrameControl"
"Financeiro","menu","DrawMenuBar"
"Financeiro","menu","DropDownMenu"
"Financeiro","cadastro","DS_Cadastro"
"Financeiro","financeiro","DS_Caixa"
"Financeiro","financeiro","DS_CaixaP"
"Financeiro","autenticacao/permissao","DS_Usuarios"
"Financeiro","autenticacao/permissao","DS_Usuarios$"
"Financeiro","autenticacao/permissao","DS_Usuarios4"
"Financeiro","cadastro","Dt.Cadastro"
"Financeiro","cadastro","DtE_CadastroKeyPress"
"Financeiro","cadastro","DTP_Cadastro"
"Financeiro","operacional","EControlC"
"Financeiro","fiscal","Ed_ClienteNota"
"Financeiro","fiscal","ED_ININOTA"
"Financeiro","autenticacao/permissao","Ed_Senha"
"Financeiro","autenticacao/permissao","Ed_SenhaEnter"
"Financeiro","autenticacao/permissao","Ed_SenhaExit"
"Financeiro","autenticacao/permissao","Ed_SenhaKeyPress"
"Financeiro","autenticacao/permissao","Ed_UsuSenhaSMTP"
"Financeiro","fiscal","eightinferior"
"Financeiro","menu","EMenuError"
"Financeiro","menu","EnableMenuItem"
"Financeiro","operacional","EnableScrollBar"
"Financeiro","autenticacao/permissao","ENTRADA NO SISTEMA - DIGITADA SENHA"
"Financeiro","relatorio/impressao","Equipe Relat"
"Financeiro","financeiro","es de Caixa Manual"
"Financeiro","financeiro","es de Caixa x Obs Duplicata"
"Financeiro","outro","Estorno do Cancelamento"
"Financeiro","cadastro","Estorno do Cancelamento do Clientes Cod.: "
"Financeiro","relatorio/impressao","Exportar Relat"
"Financeiro","relatorio/impressao","Exportar Texto...|Exporta o relat"
"Financeiro","autenticacao/permissao","F_Senha"
"Financeiro","autenticacao/permissao","F9 - Senha"
"Financeiro","autenticacao/permissao","FC_DigSenha"
"Financeiro","financeiro","Financeiro"
"Financeiro","financeiro","Financeiro - Sistema Controle Financeiro"
"Financeiro","fiscal","fiveinferior"
"Financeiro","operacional","FlatSB_EnableScrollBar"
"Financeiro","operacional","FlatSB_GetScrollInfo"
"Financeiro","operacional","FlatSB_GetScrollPos"
"Financeiro","operacional","FlatSB_GetScrollProp"
"Financeiro","operacional","FlatSB_GetScrollRange"
"Financeiro","operacional","FlatSB_SetScrollInfo"
"Financeiro","operacional","FlatSB_SetScrollPos"
"Financeiro","operacional","FlatSB_SetScrollProp"
"Financeiro","operacional","FlatSB_SetScrollRange"
"Financeiro","operacional","FlatSB_ShowScrollBar"
"Financeiro","operacional","FocusControl"
"Financeiro","fiscal","fourinferior"
"Financeiro","operacional","fouroldstyle"
"Financeiro","outro","FuncArgCancelBtn"
"Financeiro","outro","FuncArgCancelBtnClick"
"Financeiro","outro","FunctionCancelBtn"
"Financeiro","outro","FunctionCancelBtnClick"
"Financeiro","menu","GetMenu"
"Financeiro","menu","GetMenuItemCount"
"Financeiro","menu","GetMenuItemID"
"Financeiro","menu","GetMenuItemInfoA"
"Financeiro","menu","GetMenuState"
"Financeiro","menu","GetMenuStringA"
"Financeiro","operacional","GetScrollInfo"
"Financeiro","operacional","GetScrollPos"
"Financeiro","operacional","GetScrollRange"
"Financeiro","menu","GetSubMenu"
"Financeiro","menu","GetSystemMenu"
"Financeiro","relatorio/impressao","ginas do relat"
"Financeiro","relatorio/impressao","Gravar os Relat"
"Financeiro","autenticacao/permissao","GruUsuario"
"Financeiro","fiscal","HorAnota"
"Financeiro","operacional","HorzScroll"
"Financeiro","operacional","HorzScrollBar"
"Financeiro","operacional","HorzScrollBar.Position"
"Financeiro","operacional","HorzScrollBar.Range"
"Financeiro","operacional","HorzScrollBar.Tracking"
"Financeiro","operacional","HorzScrollBar4"
"Financeiro","operacional","HorzScrollThumb"
"Financeiro","fiscal","hypheninferior"
"Financeiro","autenticacao/permissao","Im_Senha"
"Financeiro","fiscal","ImpNotaFiltro"
"Financeiro","fiscal","ImpNotaFiscal"
"Financeiro","relatorio/impressao","Imprimir|Imprime o relat"
"Financeiro","outro","Informe Numero do Lote a Cancelar"
"Financeiro","operacional","InitCommonControls"
"Financeiro","operacional","InitCommonControlsEx"
"Financeiro","autenticacao/permissao","iNomUsuario"
"Financeiro","menu","InsertMenuA"
"Financeiro","menu","InsertMenuItemA"
"Financeiro","financeiro","InstrucoesCaixa"
"Financeiro","financeiro","InstruesdeCaixa1"
"Financeiro","financeiro","InstruesdeCaixa1Click"
"Financeiro","financeiro","InstruesdeCaixa2"
"Financeiro","financeiro","InstruesdeCaixa2Click"
"Financeiro","operacional","IOleControl"
"Financeiro","operacional","IsControl"
"Financeiro","cadastro","JANELA CADASTRO"
"Financeiro","menu","JANELA MENU"
"Financeiro","operacional","Lb_LocalRol"
"Financeiro","operacional","Lb_LocalRold"
"Financeiro","autenticacao/permissao","Lb_TitSenha"
"Financeiro","outro","Lote esta Cancelado, n"
"Financeiro","fiscal","Magem Inferior C"
"Financeiro","menu","MainMenu1"
"Financeiro","menu","MainMenu1 "
"Financeiro","menu","MainMenu1D"
"Financeiro","menu","MainMenu1H"
"Financeiro","menu","MainMenu1L"
"Financeiro","menu","MainMenu1P"
"Financeiro","operacional","MDICONTROLS"
"Financeiro","operacional","MensagemPadroLanamento1"
"Financeiro","operacional","MensagemPadroLanamento1Click"
"Financeiro","operacional","MensagemPadroLanamento1Click "
"Financeiro","menu","menu_Fin"
"Financeiro","menu","MenuAnimation"
"Financeiro","menu","MenuBackground"
"Financeiro","menu","Menubar"
"Financeiro","menu","MenuBarText"
"Financeiro","menu","MenuItem"
"Financeiro","menu","MenuItem1"
"Financeiro","menu","MenuItem1$"
"Financeiro","menu","MenuItem1T"
"Financeiro","menu","MenuPosition"
"Financeiro","menu","Menus"
"Financeiro","menu","MenusL"
"Financeiro","menu","Menuten"
"Financeiro","menu","Menuteno1"
"Financeiro","menu","MenuText"
"Financeiro","menu","MenuUpdate"
"Financeiro","cadastro","Modelo de cadastros"
"Financeiro","relatorio/impressao","Modelo de Processamento de relat"
"Financeiro","relatorio/impressao","Modelo Relat"
"Financeiro","outro","Motivo do Cancelamento"
"Financeiro","fiscal","MotivoDesat"
"Financeiro","operacional","MSH_SCROLL_LINES_MSG"
"Financeiro","operacional","MSWHEEL_ROLLMSG"
"Financeiro","outro","NewCancelBtn"
"Financeiro","outro","NewCancelBtnClick"
"Financeiro","fiscal","nineinferior"
"Financeiro","autenticacao/permissao","NomUsuario"
"Financeiro","fiscal","Nota Fiscal"
"Financeiro","fiscal","NotaCliente"
"Financeiro","fiscal","NOTAFISCAL"
"Financeiro","fiscal","Notas"
"Financeiro","outro","o cancelada!"
"Financeiro","fiscal","o Confere, Tecle Enter para Continuar"
"Financeiro","fiscal","o das Notas Fiscais"
"Financeiro","financeiro","o de Caixa"
"Financeiro","relatorio/impressao","o de Relat"
"Financeiro","financeiro","o do Caixa"
"Financeiro","fiscal","o nota fiscal no LavSoft"
"Financeiro","autenticacao/permissao","O Usuario "
"Financeiro","menu","ObjectMenuItem"
"Financeiro","menu","OleSetMenuDescriptor"
"Financeiro","fiscal","oneinferior"
"Financeiro","operacional","OnSkinControlS"
"Estoque","cadastro","       &Cadastros         "
"Estoque","cadastro","     &Cadastros"
"Estoque","fiscal","     Notas N On (M.NumNot = N.NumNot) or (M.NumNotAdi = N.NumNot)"
"Estoque","outro"," - Cancelados"
"Estoque","operacional"," | Estoque: "
"Estoque","operacional"," and  (not(M.SitRol=""P"")) "
"Estoque","outro"," And (C.Cancelado is Null) And (C.SeqPed=P.SeqPed) And (I.SeqPed=C.SeqPed) And (I.SeqConf=C.SeqConf) And (E.CodProEst=I.CodProEst)"
"Estoque","outro"," And (Cancelado is Null)"
"Estoque","outro"," And (Cancelado is Null) "
"Estoque","outro"," And (Cancelado is null) And (SeqPed="""
"Estoque","outro"," And (Cancelado=""S"")"
"Estoque","outro"," And (G.Cancelado is null)"
"Estoque","outro"," And (G.Cancelado=""S"")"
"Estoque","outro"," and (M.Cancelado=""S"")"
"Estoque","outro"," and (not P.Cancelado=""S"")"
"Estoque","outro"," and (not(M.Cancelado=""S""))"
"Estoque","outro"," And (not(P.Cancelado=""S"")) "
"Estoque","outro"," And (P.Cancelado Is Null) And (I.SeqPed=P.SeqPed) And (E.CodProEst=I.CodProEst)"
"Estoque","outro"," and (P.Cancelado=""S"")"
"Estoque","relatorio/impressao"," b.RDB$TYPE_NAME IN ('RELATION', 'VIEW',"
"Estoque","cadastro"," Cadastros foram ajustados"
"Estoque","outro"," Cancelado"
"Estoque","outro"," CancelamentodoEncerramento1Click"
"Estoque","operacional"," cari| carid carol cedli cen| cia "
"Estoque","relatorio/impressao"," deseja imprimir o relat"
"Estoque","cadastro"," do cadastro de clientes todos os e-mails relacionados no arquivo "
"Estoque","relatorio/impressao"," I.RDB$INDEX_NAME, I.RDB$RELATION_NAME, I.RDB$UNIQUE_FLAG, "
"Estoque","relatorio/impressao"," I.RDB$RELATION_NAME = '"
"Estoque","operacional"," marcado para entrada posterior no estoque"
"Estoque","operacional"," Movimentos|Movimentos de Estoque"
"Estoque","relatorio/impressao"," ORDER BY a.RDB$RELATION_NAME, a.RDB$FIELD_POSITION"
"Estoque","relatorio/impressao"," ORDER BY a.RDB$RELATION_NAME, a.RDB$PRIVILEGE"
"Estoque","relatorio/impressao"," ORDER BY a.RDB$RELATION_NAME, b.RDB$FIELD_NAME"
"Estoque","relatorio/impressao"," ORDER BY RC_FOR.RDB$RELATION_NAME, IS_FOR.RDB$FIELD_POSITION "
"Estoque","relatorio/impressao"," ORDER BY RELC_PRIM.RDB$RELATION_NAME, IS_FOR.RDB$FIELD_POSITION "
"Estoque","outro"," preciso cancelar a sequ"
"Estoque","fiscal"," preenchido com a chave de acesso da NF-e precedida do literal ""NFe"""
"Estoque","relatorio/impressao"," SELECT a.RDB$RELATION_NAME, a.RDB$FIELD_NAME, a.RDB$FIELD_POSITION, a.RDB$NULL_FLAG, a.RDB$DEFAULT_VALUE, b. RDB$FIELD_LENGTH, b.RDB$FIELD_SCALE, c.RDB$TYPE_NAME, b.RDB$FIELD_TYPE, b.RDB$FIELD_SUB_TYPE, b.RDB$DESCRIPTION, b.RDB$CHARACTER_LENGTH, b.RDB$FIELD_PRECISION, a.RDB$DEFAULT_SOURCE, b.RDB$DEFAULT_SOURCE as RDB$DEFAULT_SOURCE_DOMAIN FROM RDB$RELATION_FIELDS a JOIN RDB$FIELDS b ON (b.RDB$FIELD_NAME = a.RDB$FIELD_SOURCE) LEFT JOIN RDB$TYPES c ON (b.RDB$FIELD_TYPE = c.RDB$TYPE and c.RDB$FIELD_NAME = 'RDB$FIELD_TYPE')"
"Estoque","relatorio/impressao"," SELECT I.RDB$RELATION_NAME, I.RDB$UNIQUE_FLAG, I.RDB$INDEX_NAME, ISGMT.RDB$FIELD_POSITION,"
"Estoque","relatorio/impressao"," SELECT null as TABLE_CAT, null as TABLE_SCHEM, a.RDB$RELATION_NAME as TABLE_NAME, b.RDB$FIELD_NAME as COLUMN_NAME, b.RDB$FIELD_POSITION+1 as KEY_SEQ, a.RDB$INDEX_NAME as PK_NAME FROM RDB$RELATION_CONSTRAINTS a JOIN RDB$INDEX_SEGMENTS b ON (a.RDB$INDEX_NAME = b.RDB$INDEX_NAME) WHERE  RDB$CONSTRAINT_TYPE = 'PRIMARY KEY'"
"Estoque","relatorio/impressao"," SELECT RC_PRIM.RDB$RELATION_NAME,  IS_PRIM.RDB$FIELD_NAME,  RC_FOR.RDB$RELATION_NAME,  IS_FOR.RDB$FIELD_NAME,  IS_FOR.RDB$FIELD_POSITION,  REFC_PRIM.RDB$UPDATE_RULE,  REFC_PRIM.RDB$DELETE_RULE,  RC_FOR.RDB$CONSTRAINT_NAME,  RC_PRIM.RDB$CONSTRAINT_NAME  FROM RDB$RELATION_CONSTRAINTS RC_FOR, RDB$REF_CONSTRAINTS REFC_FOR,  RDB$RELATION_CONSTRAINTS RC_PRIM, RDB$REF_CONSTRAINTS REFC_PRIM,  RDB$INDEX_SEGMENTS IS_PRIM, RDB$INDEX_SEGMENTS IS_FOR  WHERE RC_PRIM.RDB$CONSTRAINT_TYPE = 'PRIMARY KEY' and "
"Estoque","operacional"," utilizado pelo Rol "
"Estoque","outro"," Where (not(D.Cancelado=""S"")) "
"Estoque","outro"," Where (not(M.Cancelado=""S"")) "
"Estoque","outro","-Cancelados: "
"Estoque","fiscal","-EParserDuplicate_Notation_On_Element_Type_Err"
"Estoque","operacional","-Estoque: "
"Estoque","fiscal",":\EquipExe\EquSat"
"Estoque","fiscal",":\EquipExe\EquSat.Ini"
"Estoque","outro",""" Set Cancelado=""S"""
"Estoque","outro",""") And ((C.Cancelado is null) or (not(C.Cancelado = """
"Estoque","outro",""") And (C.Cancelado is null) "
"Estoque","outro",""") And (Cancelado is null)"
"Estoque","fiscal","""EParserDuplicate_Notation_Decl_Err"
"Estoque","financeiro","((((((M.ValTot * M.DescontoRol)/100)-M.ValTot)*-1)-M.DescontoValor)-N.ValBasNot)as Saldo "
"Estoque","financeiro","(((((M.ValTot * M.DescontoRol)/100)-M.ValTot)*-1)-M.DescontoValor)as ValorRol"
"Estoque","outro","(Cancelado='') And (("
"Estoque","operacional","(Encerramento|Faz Encerramento do estoque"
"Estoque","outro","(not(Cancelado = 'S')) "
"Estoque","outro","(Not(Cancelado='S'))"
"Estoque","outro","(Not(Cancelado='S')) or (Cancelado is Null)"
"Estoque","outro",") and (not M.Cancelado = 'S')"
"Estoque","cadastro",")C_CadastroPromo"
"Estoque","cadastro",")Desmarca o Produto no Controle de Limites"
"Estoque","relatorio/impressao",")Relatorio de controle de saida do estoque"
"Estoque","cadastro","[ Cliente Controla Entrada ]"
"Estoque","operacional","[ Controle de Peso ]"
"Estoque","autenticacao/permissao","*S:\basetestes\usuarios\guilherme\GER\DADOS"
"Estoque","fiscal","/EmitNotaFiscal_MC"
"Estoque","menu","/HideMenubar true"
"Estoque","cadastro","&Cadastros       "
"Estoque","outro","&Cancel"
"Estoque","outro","&Cancela"
"Estoque","outro","&Cancela Inclus"
"Estoque","outro","&Cancelamento"
"Estoque","outro","&Cancelar"
"Estoque","operacional","&Controls"
"Estoque","relatorio/impressao","&Relat"
"Estoque","autenticacao/permissao","&Senha"
"Estoque","operacional","&Sobre o Sistema Estoque"
"Estoque","outro","#CancelamentodeCartoFidelidade1Click"
"Estoque","outro","#CancelamentodeCartoFidelidade1Click&"
"Estoque","fiscal","#EParserDuplicate_Notation_Token_Err"
"Estoque","fiscal","#EParserUndeclared_Notation_Name_Err"
"Estoque","fiscal","%EParserInvalidNotationDeclaration_Err"
"Estoque","fiscal","%S is not a valid notaName value."
"Estoque","autenticacao/permissao","|Senha do usu"
"Estoque","fiscal","$EParserNotation_On_Empty_Element_Err"
"Estoque","operacional","0-Sem Controle"
"Estoque","cadastro","a o cadastro"
"Estoque","cadastro","A partir da data de cadastro"
"Estoque","relatorio/impressao","a.RDB$RELATION_NAME"
"Estoque","relatorio/impressao","Abrir relat"
"Estoque","relatorio/impressao","Abrir...|Abre um relat"
"Estoque","operacional","ActiveControl"
"Estoque","operacional","ActiveControl0"
"Estoque","outro","AfterCancel"
"Estoque","operacional","AfterScroll"
"Estoque","cadastro","Ajusta Cadastro Automaticamente"
"Estoque","operacional","ALL,AND,AS,BETWEEN,BY,CASE,CHECK,COLLATE,COMMIT,CONSTRAINT,CREATE,DEFAULT,DEFERRABLE,DELETE,DISTINCT,DROP,ELSE,EXCEPT,FOREIGN,FROM,GLOB,GROUP,HAVING,IN,INDEX,INSERT,INTERSECT,INTO,IS,ISNULL,JOIN,LIKE,LIMIT,NOT,NOTNULL,NULL,ON,OR,ORDER,PRIMARY,REFERENCES,ROLLBACK,SELECT,SET,TABLE,THEN,TRANSACTION,UNION,UNIQUE,UPDATE,USING,VALUES,WHEN,WHERE,ABORT,AFTER,ASC,ATTACH,BEFORE,BEGIN,DEFERRED,CASCADE,CLUSTER,CONFLICT,COPY,CROSS,DATABASE,DELIMITERS,DESC,DETACH,EACH,END,EXPLAIN,FAIL,FOR,FULL,IGNORE,IMMEDIATE,INITIALLY,INNER,INSTEAD,KEY,LEFT,MATCH,NATURAL,OF,OFFSET,OUTER,PRAGMA,RAISE,REPLACE,RESTRICT,RIGHT,ROW,STATEMENT,TEMP,TEMPORARY,TRIGGER,VACUUM,VIEW"
"Estoque","fiscal","amento da nota, seja perguntado para referenciar uma nota, selecione essa op"
"Estoque","financeiro","amento do financeiro, "
"Estoque","operacional","amento do rol:"
"Estoque","operacional","AMENTO FEITO PELO CONTROLE DE "
"Estoque","fiscal","And (N.TipNota = 'D')"
"Estoque","fiscal","And (N.TipNota = 'P')"
"Estoque","outro","and (not(P.Cancelado=""S""))"
"Estoque","fiscal","Anotacoes"
"Estoque","autenticacao/permissao","APP_NAME,CASE,CAST,CONVERT,COALESCE,CURRENT_TIMESTAMP,CURRENT_USER,DATALENGTH,@@ERROR,FORMATMESSAGE,GETANSINULL,HOST_ID,HOST_NAME,IDENT_INCR,IDENT_SEED,@@IDENTITY,IDENTITY,ISDATE,ISNULL,ISNUMERIC,NEWID,NULLIF,PARSENAME,PERMISSIONS,@@ROWCOUNT,SESSION_USER,STATS_DATE,SYSTEM_USER,@@TRANCOUNT,USER_NAME"
"Estoque","operacional","Arquivo de controle de acesso n"
"Estoque","relatorio/impressao","Arquivo de Relat"
"Estoque","operacional","as em Estoque:"
"Estoque","operacional","Ativar Controle Cep - Via Banco"
"Estoque","fiscal","Atributo de anotaci"
"Estoque","fiscal","Atrybut notacji zadeklarowany dla elementu typu pusty"
"Estoque","fiscal","Attributo di notazione duplicato nello stessa dichiarazione di tipo di elemento"
"Estoque","fiscal","Attributo di notazione nella dichiarazione di tipo di elemento vuoto"
"Estoque","operacional","Atualiza Estoque"
"Estoque","operacional","AutoScroll"
"Estoque","operacional","BaixaEstoque"
"Estoque","outro","BBCANCEL"
"Estoque","operacional","bcp_control"
"Estoque","outro","BeforeCancel"
"Estoque","operacional","BeforeScroll"
"Estoque","menu","biSystemMenu"
"Estoque","outro","bkCancel"
"Estoque","outro","Bt_Cancela"
"Estoque","outro","Bt_Cancela "
"Estoque","outro","Bt_Cancela\"
"Estoque","outro","Bt_Cancela<"
"Estoque","outro","Bt_Cancela4"
"Estoque","outro","Bt_CancelaAdito"
"Estoque","outro","Bt_CancelaAdito4"
"Estoque","outro","Bt_CancelaAditoClick"
"Estoque","outro","Bt_CancelaClick"
"Estoque","outro","Bt_Cancelal"
"Estoque","outro","Bt_Cancelap"
"Estoque","outro","Bt_Cancelar"
"Estoque","outro","Bt_CancelaX"
"Estoque","autenticacao/permissao","Bt_UsuarioGraficoClick"
"Estoque","operacional","Bv_ControlEnt"
"Estoque","cadastro","C_CadastroPromo"
"Estoque","autenticacao/permissao","c_DigitaSenha"
"Estoque","fiscal","C:\EquipExe\EquSat"
"Estoque","fiscal","C:\EquipExe\EquSat.Ini"
"Estoque","fiscal","c:\EquipExe\Figuras\Nota"
"Estoque","fiscal","C:\Equipexe\NFe\"
"Estoque","outro","C:\Linker\Cancelar"
"Estoque","outro","C.Baixa,C.ValTotal,C.Obs,C.CodFor,C.NumOS,C.Cancelado,C.Codcon,I.SeqPed,I.Qde"
"Estoque","outro","C.Baixa,C.ValTotal,C.Obs,C.CodFor,C.NumOS,C.Cancelado,C.Codcon,I.SeqPed,I.ValUnit,I.Qde,S.CgcFor,S.DigFor "
"Estoque","outro","C.ValTotal,C.Obs,C.NumOS,C.Cancelado,C.Codcon,I.SeqPed,I.Qde"
"Estoque","outro","C.ValTotal,C.Obs,C.NumOS,C.Cancelado,C.Codcon,I.SeqPed,I.ValUnit,I.Qde,S.CgcFor, S.DigFor "
"Estoque","operacional","Cache-control"
"Estoque","operacional","CacheControl"
"Estoque","cadastro","Cadastro"
"Estoque","cadastro","Cadastro 2"
"Estoque","cadastro","Cadastro 3"
"Estoque","cadastro","Cadastro 4"
"Estoque","cadastro","Cadastro Campos Flexiveis"
"Estoque","cadastro","Cadastro de "
"Estoque","cadastro","Cadastro de Classifica"
"Estoque","cadastro","Cadastro de Clientes"
"Estoque","cadastro","Cadastro de Estoques"
"Estoque","cadastro","Cadastro de Fornecedores"
"Estoque","cadastro","Cadastro de Funcion"
"Estoque","cadastro","Cadastro de Grupo (Campos Flexiveis)"
"Estoque","cadastro","Cadastro de Grupo 1 "
"Estoque","cadastro","Cadastro de Grupo 2 "
"Estoque","cadastro","Cadastro de Grupo 3"
"Estoque","cadastro","Cadastro de Grupo 4"
"Estoque","cadastro","Cadastro de Grupo de Produto"
"Estoque","cadastro","Cadastro de Localiza"
"Estoque","cadastro","Cadastro de Marcas"
"Estoque","cadastro","Cadastro de Produtos"
"Estoque","cadastro","Cadastro de Promo"
"Estoque","cadastro","Cadastro de Roteiros"
"Estoque","cadastro","Cadastro de Situa"
"Estoque","cadastro","Cadastro de Unidade de Produto"
"Estoque","cadastro","Cadastro Legisla"
"Estoque","cadastro","CADASTRO N"
"Estoque","cadastro","Cadastro Natureza da Opera"
"Estoque","cadastro","Cadastro Promo"
"Estoque","cadastro","Cadastros1"
"Estoque","cadastro","Cadastros1L"
"Estoque","cadastro","Cadastros3"
"Estoque","cadastro","Cadastros3L"
"Estoque","fiscal","CadSatCla"
"Estoque","financeiro","Caixa"
"Estoque","fiscal","Campos TipSat, CodSAt e SeqOcor n"
"Estoque","outro","Cancel"
"Estoque","outro","Cancel1"
"Estoque","outro","Cancel1Click"
"Estoque","outro","Cancela"
"Estoque","outro","Cancela - F7"
"Estoque","outro","Cancela|Cancelamento"
"Estoque","outro","Cancela1"
"Estoque","outro","Cancela1 "
"Estoque","outro","Cancela1Click"
"Estoque","outro","Cancela1Click#"
"Estoque","cadastro","CancelaClientes"
"Estoque","outro","Cancelada"
"Estoque","outro","Cancelado"
"Estoque","cadastro","Cancelado (Cadastro)"
"Estoque","outro","Cancelado='"
"Estoque","outro","Cancelados"
"Estoque","outro","Cancelados1"
"Estoque","outro","Cancelados1Click"
"Estoque","cadastro","CancelaInclusodeProduto1"
"Estoque","cadastro","CancelaInclusodeProduto18"
"Estoque","outro","Cancelamento"
"Estoque","outro","Cancelamento de Cart"
"Estoque","cadastro","Cancelamento do Cliente Cod.: "
"Estoque","outro","Cancelamento do Encerramento"
"Estoque","operacional","Cancelamento do Estoque"
"Estoque","outro","Cancelamento?"
"Estoque","outro","Cancelamento|Cancelamento do Lan"
"Estoque","outro","CancelamentodeCartoFidelidade1"
"Estoque","outro","CancelamentodoEncerramento1"
"Estoque","outro","CancelamentodoEncerramento18"
"Estoque","outro","Cancelar"
"Estoque","outro","Cancelar|Cancela Registro"
"Estoque","outro","CancelBB"
"Estoque","outro","CancelButton"
"Estoque","outro","CancelButtonClick"
"Estoque","outro","CancelClick"
"Estoque","outro","CB_Cancelado"
"Estoque","outro","CB_Cancelado@"
"Estoque","operacional","Cb_ControlEnt"
"Estoque","operacional","Cb_ControlEntExit"
"Estoque","fiscal","cb_EmiteNota"
"Estoque","fiscal","Cb_ForDanfe"
"Estoque","fiscal","Cb_ForDanfeChange"
"Estoque","fiscal","Cb_ForDanfeExit"
"Estoque","fiscal","Cb_ForEmiNFe"
"Estoque","fiscal","Cb_ForEmiNFeChange"
"Estoque","fiscal","Cb_ForEmiNFeExit"
"Estoque","fiscal","Cb_ForEmiNFex"
"Estoque","fiscal","CB_GravaNota"
"Estoque","relatorio/impressao","CB_ImpressoNota"
"Estoque","fiscal","CB_ImprimiNumNota"
"Estoque","fiscal","CB_ImprimiNumNotaClick"
"Estoque","fiscal","Cb_NFeIdAmb"
"Estoque","fiscal","Cb_NFeIdAmbChange"
"Estoque","fiscal","Cb_NFeIdAmbExit"
"Estoque","fiscal","CB_PortaNotaFiscal"
"Estoque","fiscal","CB_PortaNotaFiscal$"
"Estoque","fiscal","centinferior"
"Estoque","fiscal","Ch_ImpNFe"
"Estoque","fiscal","Ch_PerRefNfe"
"Estoque","operacional","ChamaTelaEstoque"
"Estoque","fiscal","Chave NFe Ref.:"
"Estoque","menu","CheckMenuItem"
"Estoque","fiscal","ciwa deklaracja notacji"
"Estoque","fiscal","claration de notation"
"Estoque","fiscal","claration de notation invalide"
"Estoque","cadastro","Cliente Cancelado"
"Estoque","menu","clMenu"
"Estoque","menu","clMenuBar"
"Estoque","menu","clMenuHighlight"
"Estoque","menu","clMenuText"
"Estoque","operacional","clScrollBar"
"Estoque","fiscal","Co&nfer"
"Estoque","fiscal","CodSat"
"Estoque","autenticacao/permissao","CodUsuario"
"Estoque","autenticacao/permissao","CodUsuario;NomUsuario"
"Estoque","fiscal","commainferior"
"Estoque","fiscal","coModifyAnnotation"
