"Sistema","OperacaoPermissao","Executavel","Categoria","TextoEncontrado","Confianca","Observacao"
"LAVSOFT","CaixaDiaDia1","LavSoft","financeiro/caixa","CaixaDiaDia14","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CaixaDiaDia1","LavSoft","financeiro/caixa","CaixaDiaDia14","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CaixaDiaDia1","LavSoft","financeiro/caixa","CaixaDiaDia1Click","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CaixaDiaDia1","LavSoft","financeiro/caixa","CaixaDiaDia1Click","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CaixaDiaDia1","LavSoft","financeiro/caixa","CaixaDiaDia1Click","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CaixaDiaDia1","LavSoft","financeiro/caixa","Fechamento de Caixa Dia/Dia","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CaixaDiaDia1","LavSoft","financeiro/caixa","Fechamento de Caixa Dia/Dia","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CaixaDiaDia1","LavSoft","financeiro/caixa","Fechamento de Caixa Dia/Dia","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CaixaDiaDia1","LavSoft","relatorio/impressao","Movimento de Caixa Dia/Dia","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CaixaDiaDia1","LavSoft","relatorio/impressao","Movimento de Caixa Dia/Dia","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CaixaDiaDia1","LavSoft","relatorio/impressao","Movimento de Caixa Dia/Dia","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","Cancelamento2","LavSoft","financeiro/caixa","- use o Cancelamento do Pagamento, Tecle Enter para Continuar","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","Cancelamento2","LavSoft","financeiro/caixa","- use o Cancelamento do Pagamento, Tecle Enter para Continuar","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","Cancelamento2","LavSoft","financeiro/caixa","- use o Cancelamento do Pagamento, Tecle Enter para Continuar","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","Cancelamento2","LavSoft","financeiro/caixa","- use o Cancelamento do Pagamento, Tecle Enter para Continuar","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","Cancelamento2","LavSoft","outro","""Cancelamento de Notas (Intervalo)","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","Cancelamento2","LavSoft","outro","""Cancelamento de Notas (Intervalo)","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","Cancelamento2","LavSoft","outro","""Cancelamento de Notas (Intervalo)","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","Cancelamento2","LavSoft","outro","""Cancelamento de Notas (Intervalo)","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","Cancelamento2","LavSoft","outro","""CancelamentodeNotasIntervalo1Click","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","Cancelamento2","LavSoft","outro","""CancelamentodeNotasIntervalo1Click","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","Cancelamento2","LavSoft","outro","""CancelamentodeNotasIntervalo1Click","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","Cancelamento2","LavSoft","outro","""CancelamentodeNotasIntervalo1Click","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","Cancelamento2","LavSoft","financeiro/caixa","""CancelamentodoUltimoEncerramCaixa1(","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","Cancelamento2","LavSoft","financeiro/caixa","""CancelamentodoUltimoEncerramCaixa1(","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","Cancelamento2","LavSoft","financeiro/caixa","""CancelamentodoUltimoEncerramCaixa1(","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","Cancelamento2","LavSoft","financeiro/caixa","""CancelamentodoUltimoEncerramCaixa1(","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","Cancelamento2","LavSoft","cadastro",")Bloqueia Cancelamento (Usuario Digitador)","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","Cancelamento2","LavSoft","cadastro",")Bloqueia Cancelamento (Usuario Digitador)","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","Cancelamento2","LavSoft","cadastro",")Bloqueia Cancelamento (Usuario Digitador)","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","Cancelamento2","LavSoft","cadastro",")Bloqueia Cancelamento (Usuario Digitador)","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CancelamentodaNota1","LavSoft","outro","Cancelamento da Nota","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CancelamentodaNota1","LavSoft","outro","Cancelamento da Nota","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CancelamentodaNota1","LavSoft","outro","Cancelamento da Nota","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CancelamentodaNota1","LavSoft","outro","Cancelamento da Nota","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CancelamentodaNota1","LavSoft","fiscal","Cancelamento da Nota Fiscal","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CancelamentodaNota1","LavSoft","fiscal","Cancelamento da Nota Fiscal","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CancelamentodaNota1","LavSoft","fiscal","Cancelamento da Nota Fiscal","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CancelamentodaNota1","LavSoft","fiscal","Cancelamento da Nota Fiscal","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CancelamentodaNota1","LavSoft","outro","CancelamentodaNota1","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CancelamentodaNota1","LavSoft","outro","CancelamentodaNota1","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CancelamentodaNota1","LavSoft","outro","CancelamentodaNota1","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CancelamentodaNota1","LavSoft","outro","CancelamentodaNota1","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CancelamentodaNota1","LavSoft","outro","CancelamentodaNota1Click","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CancelamentodaNota1","LavSoft","outro","CancelamentodaNota1Click","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CancelamentodaNota1","LavSoft","outro","CancelamentodaNota1Click","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CancelamentodaNota1","LavSoft","outro","CancelamentodaNota1Click","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CancelamentodaNota1","LavSoft","fiscal","CancelamentodaNotaFiscal1","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CancelamentodaNota1","LavSoft","fiscal","CancelamentodaNotaFiscal1","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CancelamentodaNota1","LavSoft","fiscal","CancelamentodaNotaFiscal1","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CancelamentodaNota1","LavSoft","fiscal","CancelamentodaNotaFiscal1","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CancelamentodeNotasIntervalo1","LavFacilLan","outro","""Cancelamento de Notas (Intervalo)","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CancelamentodeNotasIntervalo1","LavFacilLan","outro","""Cancelamento de Notas (Intervalo)","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CancelamentodeNotasIntervalo1","LavFacilLan","outro","""Cancelamento de Notas (Intervalo)","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CancelamentodeNotasIntervalo1","LavFacilLan","outro","""Cancelamento de Notas (Intervalo)","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CancelamentodeNotasIntervalo1","LavFacilLan","outro","""CancelamentodeNotasIntervalo1Click","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CancelamentodeNotasIntervalo1","LavFacilLan","outro","""CancelamentodeNotasIntervalo1Click","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CancelamentodeNotasIntervalo1","LavFacilLan","outro","""CancelamentodeNotasIntervalo1Click","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CancelamentodeNotasIntervalo1","LavFacilLan","outro","""CancelamentodeNotasIntervalo1Click","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CancelamentodeNotasIntervalo1","LavSoft","outro","""Cancelamento de Notas (Intervalo)","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CancelamentodeNotasIntervalo1","LavSoft","outro","""Cancelamento de Notas (Intervalo)","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CancelamentodeNotasIntervalo1","LavSoft","outro","""Cancelamento de Notas (Intervalo)","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CancelamentodeNotasIntervalo1","LavSoft","outro","""Cancelamento de Notas (Intervalo)","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CancelamentodeNotasIntervalo1","LavSoft","outro","""CancelamentodeNotasIntervalo1Click","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CancelamentodeNotasIntervalo1","LavSoft","outro","""CancelamentodeNotasIntervalo1Click","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CancelamentodeNotasIntervalo1","LavSoft","outro","""CancelamentodeNotasIntervalo1Click","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CancelamentodeNotasIntervalo1","LavSoft","outro","""CancelamentodeNotasIntervalo1Click","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CancelamentodeNotasIntervalo1","LavSoft","outro","CancelamentodeNotasIntervalo1","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CancelamentodeNotasIntervalo1","LavSoft","outro","CancelamentodeNotasIntervalo1","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CancelamentodeNotasIntervalo1","LavSoft","outro","CancelamentodeNotasIntervalo1","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CancelamentodeNotasIntervalo1","LavSoft","outro","CancelamentodeNotasIntervalo1","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CancelamentoNotaFiscal1","LavFacilLan","fiscal","CancelamentoNotaFiscal1","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CancelamentoNotaFiscal1","LavFacilLan","fiscal","CancelamentoNotaFiscal1","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CancelamentoNotaFiscal1","LavFacilLan","fiscal","CancelamentoNotaFiscal1","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CancelamentoNotaFiscal1","LavFacilLan","fiscal","CancelamentoNotaFiscal1","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CancelamentoNotaFiscal1","LavFacilLan","fiscal","CancelamentoNotaFiscal1Click","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CancelamentoNotaFiscal1","LavFacilLan","fiscal","CancelamentoNotaFiscal1Click","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CancelamentoNotaFiscal1","LavFacilLan","fiscal","CancelamentoNotaFiscal1Click","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CancelamentoNotaFiscal1","LavFacilLan","fiscal","CancelamentoNotaFiscal1Click","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CancelamentoNotaFiscal1","LavSoft","fiscal","CancelamentoNotaFiscal1","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CancelamentoNotaFiscal1","LavSoft","fiscal","CancelamentoNotaFiscal1","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CancelamentoNotaFiscal1","LavSoft","fiscal","CancelamentoNotaFiscal1","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CancelamentoNotaFiscal1","LavSoft","fiscal","CancelamentoNotaFiscal1","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CancelamentoNotaFiscal1","LavSoft","fiscal","CancelamentoNotaFiscal1|","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CancelamentoNotaFiscal1","LavSoft","fiscal","CancelamentoNotaFiscal1|","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CancelamentoNotaFiscal1","LavSoft","fiscal","CancelamentoNotaFiscal1|","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CancelamentoNotaFiscal1","LavSoft","fiscal","CancelamentoNotaFiscal1|","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CancelamentoNotaFiscal1","LavSoft","fiscal","CancelamentoNotaFiscal1Click","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CancelamentoNotaFiscal1","LavSoft","fiscal","CancelamentoNotaFiscal1Click","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CancelamentoNotaFiscal1","LavSoft","fiscal","CancelamentoNotaFiscal1Click","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CancelamentoNotaFiscal1","LavSoft","fiscal","CancelamentoNotaFiscal1Click","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CartadeCobranca1","LavSoft","relatorio/impressao","CartadeCobranca1","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CartadeCobranca1","LavSoft","relatorio/impressao","CartadeCobranca1","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CartadeCobranca1","LavSoft","relatorio/impressao","CartadeCobranca1","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CartadeCobranca1","LavSoft","relatorio/impressao","CartadeCobranca1Click","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CartadeCobranca1","LavSoft","relatorio/impressao","CartadeCobranca1Click","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CartadeCobranca1","LavSoft","relatorio/impressao","CartadeCobranca1Click","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CFDestravaImpressoraFiscal1","LavFacilLan","relatorio/impressao","CFDestravaImpressoraFiscal1","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CFDestravaImpressoraFiscal1","LavFacilLan","relatorio/impressao","CFDestravaImpressoraFiscal1","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CFDestravaImpressoraFiscal1","LavFacilLan","relatorio/impressao","CFDestravaImpressoraFiscal1","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CFDestravaImpressoraFiscal1","LavFacilLan","relatorio/impressao","CFDestravaImpressoraFiscal1","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CFDestravaImpressoraFiscal1","LavFacilLan","relatorio/impressao","CFDestravaImpressoraFiscal1Click","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CFDestravaImpressoraFiscal1","LavFacilLan","relatorio/impressao","CFDestravaImpressoraFiscal1Click","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CFDestravaImpressoraFiscal1","LavFacilLan","relatorio/impressao","CFDestravaImpressoraFiscal1Click","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CFDestravaImpressoraFiscal1","LavFacilLan","relatorio/impressao","CFDestravaImpressoraFiscal1Click","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CFDestravaImpressoraFiscal1","LavFacilLan","relatorio/impressao","CFDestravaImpressoraFiscal1P","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CFDestravaImpressoraFiscal1","LavFacilLan","relatorio/impressao","CFDestravaImpressoraFiscal1P","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CFDestravaImpressoraFiscal1","LavFacilLan","relatorio/impressao","CFDestravaImpressoraFiscal1P","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CFDestravaImpressoraFiscal1","LavFacilLan","relatorio/impressao","CFDestravaImpressoraFiscal1P","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CFDestravaImpressoraFiscal1","LavSoft","relatorio/impressao","CFDestravaImpressoraFiscal1","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CFDestravaImpressoraFiscal1","LavSoft","relatorio/impressao","CFDestravaImpressoraFiscal1","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CFDestravaImpressoraFiscal1","LavSoft","relatorio/impressao","CFDestravaImpressoraFiscal1","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CFDestravaImpressoraFiscal1","LavSoft","relatorio/impressao","CFDestravaImpressoraFiscal1","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CFDestravaImpressoraFiscal1","LavSoft","relatorio/impressao","CFDestravaImpressoraFiscal1Click","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CFDestravaImpressoraFiscal1","LavSoft","relatorio/impressao","CFDestravaImpressoraFiscal1Click","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CFDestravaImpressoraFiscal1","LavSoft","relatorio/impressao","CFDestravaImpressoraFiscal1Click","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CFDestravaImpressoraFiscal1","LavSoft","relatorio/impressao","CFDestravaImpressoraFiscal1Click","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CFFundodeCaixa1","LavFacilLan","financeiro/caixa","CFFundodeCaixa1","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CFFundodeCaixa1","LavFacilLan","financeiro/caixa","CFFundodeCaixa1","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CFFundodeCaixa1","LavFacilLan","financeiro/caixa","CFFundodeCaixa1","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CFFundodeCaixa1","LavFacilLan","financeiro/caixa","CFFundodeCaixa1","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CFFundodeCaixa1","LavFacilLan","financeiro/caixa","CFFundodeCaixa1@","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CFFundodeCaixa1","LavFacilLan","financeiro/caixa","CFFundodeCaixa1@","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CFFundodeCaixa1","LavFacilLan","financeiro/caixa","CFFundodeCaixa1@","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CFFundodeCaixa1","LavFacilLan","financeiro/caixa","CFFundodeCaixa1@","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CFFundodeCaixa1","LavFacilLan","financeiro/caixa","CFFundodeCaixa1Click","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CFFundodeCaixa1","LavFacilLan","financeiro/caixa","CFFundodeCaixa1Click","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CFFundodeCaixa1","LavFacilLan","financeiro/caixa","CFFundodeCaixa1Click","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CFFundodeCaixa1","LavFacilLan","financeiro/caixa","CFFundodeCaixa1Click","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CFFundodeCaixa1","LavSoft","financeiro/caixa","CFFundodeCaixa1","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CFFundodeCaixa1","LavSoft","financeiro/caixa","CFFundodeCaixa1","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CFFundodeCaixa1","LavSoft","financeiro/caixa","CFFundodeCaixa1","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CFFundodeCaixa1","LavSoft","financeiro/caixa","CFFundodeCaixa1","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CFFundodeCaixa1","LavSoft","financeiro/caixa","CFFundodeCaixa1Click","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CFFundodeCaixa1","LavSoft","financeiro/caixa","CFFundodeCaixa1Click","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CFFundodeCaixa1","LavSoft","financeiro/caixa","CFFundodeCaixa1Click","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CFFundodeCaixa1","LavSoft","financeiro/caixa","CFFundodeCaixa1Click","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CFLeituraMemriaFiscal1","LavFacilLan","fiscal","CFLeituraMemriaFiscal1","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CFLeituraMemriaFiscal1","LavFacilLan","fiscal","CFLeituraMemriaFiscal1","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CFLeituraMemriaFiscal1","LavFacilLan","fiscal","CFLeituraMemriaFiscal1","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CFLeituraMemriaFiscal1","LavFacilLan","fiscal","CFLeituraMemriaFiscal1","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CFLeituraMemriaFiscal1","LavFacilLan","fiscal","CFLeituraMemriaFiscal1Click","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CFLeituraMemriaFiscal1","LavFacilLan","fiscal","CFLeituraMemriaFiscal1Click","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CFLeituraMemriaFiscal1","LavFacilLan","fiscal","CFLeituraMemriaFiscal1Click","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CFLeituraMemriaFiscal1","LavFacilLan","fiscal","CFLeituraMemriaFiscal1Click","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CFLeituraMemriaFiscal1","LavFacilLan","fiscal","CFLeituraMemriaFiscal1Click'","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CFLeituraMemriaFiscal1","LavFacilLan","fiscal","CFLeituraMemriaFiscal1Click'","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CFLeituraMemriaFiscal1","LavFacilLan","fiscal","CFLeituraMemriaFiscal1Click'","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CFLeituraMemriaFiscal1","LavFacilLan","fiscal","CFLeituraMemriaFiscal1Click'","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CFLeituraMemriaFiscal1","LavSoft","fiscal","CFLeituraMemriaFiscal1","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CFLeituraMemriaFiscal1","LavSoft","fiscal","CFLeituraMemriaFiscal1","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CFLeituraMemriaFiscal1","LavSoft","fiscal","CFLeituraMemriaFiscal1","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CFLeituraMemriaFiscal1","LavSoft","fiscal","CFLeituraMemriaFiscal1","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CFLeituraMemriaFiscal1","LavSoft","fiscal","CFLeituraMemriaFiscal1Click","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CFLeituraMemriaFiscal1","LavSoft","fiscal","CFLeituraMemriaFiscal1Click","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CFLeituraMemriaFiscal1","LavSoft","fiscal","CFLeituraMemriaFiscal1Click","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CFLeituraMemriaFiscal1","LavSoft","fiscal","CFLeituraMemriaFiscal1Click","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CFSangriaCaixa1","LavFacilLan","financeiro/caixa","CFSangriaCaixa1","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CFSangriaCaixa1","LavFacilLan","financeiro/caixa","CFSangriaCaixa1","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CFSangriaCaixa1","LavFacilLan","financeiro/caixa","CFSangriaCaixa1","media","correlacao por nome/texto; exige validacao visual"
"LAVSOFT","CFSangriaCaixa1","LavFacilLan","financeiro/caixa","CFSangriaCaixa1","media","correlacao por nome/texto; exige validacao visual"
